,BPT,WHAN,Z_1,mass_stellar_percentile50,T_C_ISM_percentile16,T_C_ISM_percentile50,T_C_ISM_percentile84,T_W_BC_percentile16,T_W_BC_percentile50,T_W_BC_percentile84,SFR_0_1Gyr_percentile16,SFR_0_1Gyr_percentile50,SFR_0_1Gyr_percentile84,ager_percentile50,P100_flux,P100_fluxerr,SurfaceDensity,SurfaceDensityErr,SurfaceDensityFlag
584,SFX,wAGN,0.0249,10.45,22.563,22.988,24.338,50.788,55.113,58.538,-0.718,-0.653,-0.648,9.652,0.30071995,0.06266761,6.4,2.4,0.0
585,AGNX,LLR,0.0249,10.91,20.588,22.738,24.213,35.288,45.088,54.713,-1.583,-1.013,-0.753,9.782,0.33847648,0.07779948,6.429,2.4,0.0
586,AGNXY,sAGN,0.2011,10.66,20.013,20.013,23.338,56.613,59.738,59.738,1.632,1.657,1.657,8.897,0.60478413,0.02102335,-999.0,-999.0,-999.0
587,UNCX,LLR,0.1648,11.33,15.288,16.088,17.463,35.038,46.063,56.138,-0.023,0.052,0.122,9.677,0.019068021,0.026791671,3.0,1.7,0.0
588,NOEL,NER,0.1772,11.31,15.313,16.063,17.463,35.088,44.013,54.588,-1.388,-0.933,-0.568,9.692,0.0,0.019697482,29.474,5.3,0.0
589,SFX,UNC,0.1644,10.88,17.063,20.363,23.288,33.888,43.588,54.313,-0.303,-0.248,-0.143,9.537,0.01998397,0.017721042,6.0,2.4,0.0
590,SFX,sAGN,0.166,10.75,15.738,17.538,20.538,35.188,45.913,55.638,0.477,0.527,0.572,9.442,0.02948556,0.016724912,3.0,1.7,0.0
591,AGNX,LLR,0.1801,11.36,17.838,21.213,23.738,34.888,45.288,55.488,-1.138,-0.883,-0.738,9.672,0.032385673,0.032761697,-999.0,-999.0,-999.0
592,UNCX,ELR,0.1686,11.04,15.638,16.763,18.338,35.513,46.913,56.188,-0.238,0.057,0.267,9.447,0.0,0.0248693,9.0,3.0,0.0
593,AGNX,LLR,0.0445,10.28,15.813,18.163,21.688,35.638,47.413,55.613,-0.563,-0.528,-0.428,9.572,0.04057691,0.035136048,1.0,1.0,1.0
594,AGNXY,sAGN,0.0948,9.847,21.513,23.138,24.463,43.988,54.288,58.538,0.287,0.382,0.442,8.977,0.050528735,0.016165493,0.0,0.0,0.0
595,NOEL,NER,0.1186,10.85,15.963,17.938,20.488,34.038,46.038,55.938,0.237,0.382,0.497,9.517,0.0,0.03411628,0.0,0.0,0.0
596,UNCX,ELR,0.1186,11.32,17.863,21.113,23.663,34.738,45.838,55.788,-0.273,0.082,0.267,9.757,0.046776675,0.025116796,1.067,1.0,0.0
597,NOEL,NER,0.1871,11.34,15.113,15.463,16.463,36.338,45.938,54.688,-0.753,-0.248,0.072,9.767,0.073524706,0.02392651,-999.0,-999.0,-999.0
598,UNCXY,sAGN,0.254,11.39,20.538,23.088,24.488,34.538,44.538,54.638,0.417,0.522,0.582,9.557,0.039028212,0.017711675,-999.0,-999.0,-999.0
599,SFX,sAGN,0.0831,10.32,16.163,17.988,19.088,46.338,54.763,55.913,0.597,0.647,0.702,9.077,0.17620672,0.03045023,0.0,0.0,0.0
600,AGNXY,sAGN,0.0764,10.87,24.713,24.713,24.713,59.488,59.488,59.488,1.282,1.282,1.282,8.912,1.2308627,0.033301353,3.0,1.7,0.0
601,AGNXY,sAGN,0.1164,10.98,15.863,16.863,17.488,47.588,56.838,58.713,0.887,0.937,0.997,9.432,0.08451497,0.01777616,1.0,1.0,0.0
602,UNCXY,sAGN,0.2523,10.71,18.163,20.763,23.513,55.763,58.088,59.438,1.317,1.317,1.317,9.372,0.078228034,0.014403411,-999.0,-999.0,-999.0
603,NOEL,LLR,0.2963,11.39,15.138,15.488,16.513,36.438,46.288,55.488,-0.393,0.007,0.262,9.562,0.031019993,0.017982591,-999.0,-999.0,-999.0
604,SFX,wAGN,0.2517,11.28,15.588,17.138,19.488,36.913,47.713,56.038,0.762,0.792,0.887,9.482,0.026800536,0.013314906,-999.0,-999.0,-999.0
605,UNCX,NER,0.196,11.1,18.188,21.088,23.338,35.038,45.063,55.313,-1.298,-0.778,-0.453,9.667,0.0,0.015987178,-999.0,-999.0,-999.0
606,AGNX,LLR,0.0538,11.06,16.338,18.513,21.363,34.288,44.838,54.738,-0.878,-0.718,-0.618,9.847,0.04767784,0.042085957,12.0,3.5,0.0
607,UNCX,ELR,0.0972,10.64,16.538,18.088,19.588,32.713,40.263,51.488,0.122,0.147,0.247,9.407,0.050740473,0.011429705,1.0,1.0,0.0
608,UNCX,LLR,0.0553,10.84,18.888,21.563,23.613,34.488,45.463,55.838,-2.298,-1.933,-1.563,9.742,0.036098044,0.030724144,11.0,3.3,0.0
609,UNCXY,sAGN,0.2654,10.62,17.588,20.088,23.938,52.138,57.638,59.638,1.562,1.667,1.672,9.172,0.09474887,0.01249569,-999.0,-999.0,-999.0
610,AGNXY,sAGN,0.054,10.76,16.238,17.238,18.488,47.763,54.338,58.388,0.622,0.737,0.767,9.397,0.2505558,0.07642677,13.0,3.6,0.0
611,UNCXY,sAGN,0.1611,10.56,21.288,23.238,24.363,35.013,45.463,57.088,0.812,0.817,1.037,9.087,0.116918854,0.020371808,0.0,0.0,0.0
612,UNCX,NER,0.0531,10.22,15.163,15.463,16.563,36.163,46.513,55.613,-2.328,-1.853,-1.503,9.667,0.03769482,0.024577225,11.0,3.3,0.0
613,UNCX,LLR,0.048,11.0,19.688,21.738,23.638,34.388,44.113,53.963,-0.848,-0.673,-0.608,9.812,0.029542007,0.05032155,1.067,1.0,0.0
614,AGNX,LLR,0.1764,11.33,18.188,20.663,23.038,34.963,45.713,55.963,-0.273,-0.118,0.047,9.797,0.03663073,0.016177757,8.0,2.8,0.0
615,AGNXY,ELR,0.076,10.53,17.088,20.138,23.088,33.888,43.413,53.688,-0.753,-0.608,-0.453,9.607,-999.0,-999.0,1.0,1.0,1.0
616,SFXY,SF,0.0352,9.587,23.863,23.863,24.913,57.263,58.363,59.363,-0.058,0.037,0.037,8.912,-999.0,-999.0,0.0,0.0,1.0
617,AGNXY,sAGN,0.2697,11.07,18.913,20.863,22.813,35.138,47.113,56.613,0.932,0.997,1.117,9.227,0.02101961,0.019591972,-999.0,-999.0,-999.0
618,UNCX,NER,0.0553,10.35,15.838,17.613,20.088,34.788,45.988,55.413,-0.998,-0.833,-0.698,9.727,0.023103517,0.021147735,0.0,0.921,5.657
619,SFX,wAGN,0.0867,10.67,17.663,19.813,21.988,35.313,48.963,57.063,0.127,0.187,0.212,9.572,0.045803003,0.021113,2.08,1.4,0.0
620,UNCX,UNC,0.2768,11.17,15.813,17.863,21.388,34.138,44.738,55.013,0.447,0.597,0.732,9.547,0.017468873,0.018830825,-999.0,-999.0,-999.0
621,UNCXY,sAGN,0.0856,10.2,20.413,22.038,23.313,39.338,52.913,58.713,-0.403,-0.243,-0.008,9.187,0.06689548,0.016419083,6.0,2.4,0.0
622,SFX,sAGN,0.1239,10.87,18.163,19.513,20.313,45.688,55.313,59.138,0.537,0.592,0.662,9.327,0.08066813,0.029533671,0.0,0.0,0.0
623,UNCX,ELR,0.1978,11.23,16.688,19.563,22.813,34.663,45.288,55.163,-0.018,0.107,0.247,9.627,0.019468283,0.017427908,-999.0,-999.0,-999.0
624,AGNX,NER,0.1015,10.6,15.238,16.038,17.438,36.188,46.413,55.613,-1.723,-1.068,-0.698,9.667,0.030799445,0.03115706,1.0,1.0,0.0
625,NOEL,NER,0.1558,10.82,15.863,17.963,21.563,33.588,43.063,54.463,0.367,0.467,0.552,9.527,0.10523698,0.028297342,1.0,1.0,0.0
626,SFX,sAGN,0.1172,10.91,22.263,23.588,24.538,37.938,48.788,55.363,0.582,0.727,0.827,9.372,0.2386042,0.022513632,12.706,3.5,0.0
627,AGNXY,sAGN,0.0783,10.88,18.013,19.063,20.263,36.438,45.363,53.988,0.517,0.592,0.622,9.452,0.2013902,0.027029335,3.111,1.7,0.0
628,NOEL,LLR,0.2524,11.35,15.963,18.338,21.838,34.738,44.663,54.813,-0.908,-0.518,-0.218,9.692,0.0,0.028491028,-999.0,-999.0,-999.0
629,AGNX,LLR,0.0846,11.04,15.738,16.863,18.313,37.513,49.238,56.438,-0.003,0.107,0.202,9.677,0.029466923,0.037455376,5.0,2.2,0.0
630,SFXY,UNC,0.1074,10.65,20.113,21.788,23.413,32.863,45.063,52.713,0.772,0.827,0.917,9.277,0.23365973,0.030874379,0.0,0.0,0.0
631,UNCX,ELR,0.0499,10.4,16.388,17.938,19.663,31.788,38.063,48.338,-0.143,-0.023,-0.008,9.587,0.09024766,0.02456772,13.714,3.5,0.0
632,UNCXY,sAGN,0.0256,10.33,22.113,22.788,23.113,55.413,56.163,59.913,0.432,0.492,0.547,9.162,2.3182464,0.035012707,2.0,1.4,0.0
633,NOEL,LLR,0.1104,10.95,17.888,20.888,23.188,35.713,45.888,55.888,-1.213,-0.758,-0.553,9.772,0.0,0.023330938,0.0,0.0,0.0
634,UNCXY,sAGN,0.0528,10.48,22.338,23.238,24.463,49.963,57.013,59.138,-0.028,0.017,0.077,9.467,0.21358567,0.033245433,2.0,1.4,0.0
635,AGNXY,UNC,0.0547,10.38,17.013,20.788,23.713,35.463,46.513,55.938,-1.148,-0.868,-0.763,9.712,0.00055570964,0.03373441,4.571,2.0,0.0
636,AGNX,LLR,0.0537,10.59,16.563,17.963,19.163,37.238,49.963,56.613,-0.623,-0.618,-0.618,9.747,0.0074860193,0.033774815,1.0,1.0,0.0
637,AGNXY,sAGN,0.2009,10.87,15.613,17.338,20.288,34.163,45.363,55.613,0.717,0.852,0.907,9.372,0.020581273,0.021763397,-999.0,-999.0,-999.0
638,UNCX,LLR,0.113,10.93,15.838,18.088,21.438,34.938,45.938,55.863,-1.318,-0.793,-0.533,9.712,0.0,0.027616985,1.0,1.0,0.0
639,NOEL,NER,0.1358,10.67,15.288,16.338,18.488,35.438,45.488,55.313,-1.828,-1.223,-0.763,9.652,0.0,0.029073084,12.0,3.5,0.0
640,AGNX,LLR,0.0515,10.8,15.588,16.463,17.788,34.963,46.613,53.638,0.172,0.207,0.277,9.637,0.10652898,0.038939368,0.0,0.0,0.0
641,SFX,sAGN,0.1868,11.0,18.763,21.838,23.938,34.888,45.863,55.538,0.072,0.207,0.327,9.507,0.011422769,0.019399077,-999.0,-999.0,-999.0
642,AGNX,LLR,0.1128,10.59,15.613,16.913,18.988,34.363,44.613,53.863,0.287,0.322,0.382,9.402,0.035385363,0.038815916,10.385,3.0,0.0
643,NOEL,NER,0.1316,10.74,15.513,16.688,18.663,35.788,46.163,55.613,-0.788,-0.448,-0.258,9.682,0.0,0.026366444,5.0,2.2,0.0
644,AGNXY,ELR,0.1202,10.88,16.538,19.138,22.388,34.888,45.738,55.813,-0.653,-0.438,-0.123,9.382,0.023064721,0.02699252,0.0,0.0,0.0
645,AGNXY,sAGN,0.0994,10.53,20.563,23.038,24.538,36.488,47.513,55.838,0.047,0.147,0.192,9.567,0.088027,0.02037726,0.0,0.0,0.0
646,SFX,wAGN,0.1278,10.97,15.888,17.238,18.863,37.338,49.513,56.763,0.222,0.287,0.322,9.572,0.00986984,0.021476382,1.143,1.0,0.0
647,NOEL,NER,0.1916,11.14,15.363,16.663,19.088,35.813,45.788,55.613,-0.808,-0.433,-0.208,9.702,0.02324026,0.021082276,-999.0,-999.0,-999.0
648,SFX,sAGN,0.1369,10.78,15.438,16.538,18.338,39.088,50.663,57.288,0.427,0.522,0.592,9.442,0.010815516,0.022375239,2.267,1.4,0.0
649,SFX,wAGN,0.144,10.83,15.863,17.138,18.838,34.538,46.363,56.213,0.262,0.337,0.422,9.577,0.0489205,0.017800339,1.0,1.0,0.0
650,UNCXY,sAGN,0.1014,10.43,21.838,23.688,24.363,57.413,59.138,59.938,0.632,0.637,0.642,9.007,0.11684511,0.01829359,2.087,1.4,0.0
651,UNCX,ELR,0.1118,11.11,18.738,20.888,23.213,34.238,44.663,55.263,-1.723,-1.273,-0.778,9.847,0.007102561,0.026772138,0.0,0.0,0.0
652,UNCXY,sAGN,0.1122,10.57,18.213,20.738,23.563,34.538,45.313,55.213,-0.223,-0.223,-0.083,9.502,0.019358134,0.017144928,0.0,0.0,0.0
653,AGNXY,sAGN,0.105,10.63,22.313,24.113,24.813,43.938,53.338,58.488,-0.223,0.167,0.302,9.332,0.10791563,0.024377167,0.0,0.0,0.0
654,UNCXY,sAGN,0.0869,10.69,23.088,23.088,23.238,56.413,59.013,59.763,1.077,1.127,1.162,9.127,0.5874155,0.033401113,10.714,3.2,0.0
655,UNCX,LLR,0.0381,9.582,18.188,19.738,21.713,36.513,48.363,56.238,-1.188,-1.133,-0.948,9.442,0.040685568,0.02560084,0.0,0.0,0.0
656,SFXY,UNC,0.1803,10.59,19.113,21.488,23.388,37.488,48.663,56.513,1.117,1.127,1.127,9.292,0.08398269,0.01743243,-999.0,-999.0,-999.0
657,SFXY,sAGN,0.2863,10.7,22.463,23.813,24.638,37.713,51.238,58.138,1.502,1.502,1.542,8.962,0.0,0.017644368,-999.0,-999.0,-999.0
658,SFXY,sAGN,0.2956,11.15,15.388,16.338,17.313,57.588,58.538,59.638,2.102,2.102,2.102,9.302,0.05023068,0.022808418,-999.0,-999.0,-999.0
659,UNCXY,sAGN,0.2801,10.98,15.888,17.238,19.138,46.038,55.263,58.538,1.187,1.272,1.277,9.042,0.012718036,0.020299017,-999.0,-999.0,-999.0
660,UNCXY,sAGN,0.0846,10.62,19.438,20.013,20.288,53.363,58.638,59.138,0.412,0.417,0.417,9.327,0.14755638,0.015633525,1.038,1.0,0.0
661,UNCXY,sAGN,0.1843,10.88,22.463,23.513,24.388,34.463,44.863,56.188,0.237,0.477,0.562,9.212,0.07998617,0.009620266,-999.0,-999.0,-999.0
662,UNCX,ELR,0.0939,10.86,16.013,17.513,19.688,34.988,46.088,55.813,-0.348,-0.348,-0.138,9.747,0.0,0.023824893,0.0,0.0,0.0
663,AGNX,LLR,0.0305,10.51,19.863,22.113,24.013,36.438,48.763,57.238,-1.448,-1.358,-1.168,9.802,0.03623116,0.02311891,0.0,0.0,0.0
664,UNCX,ELR,0.1052,10.58,16.063,18.663,22.113,33.363,41.213,49.938,-0.008,0.042,0.097,9.552,0.0,0.024919452,0.0,0.0,0.0
665,UNCX,NER,0.1508,11.01,15.663,17.138,19.213,35.288,46.388,55.963,-0.368,-0.233,-0.118,9.757,0.012645304,0.014923391,3.214,1.7,0.0
666,NOEL,NER,0.2224,11.51,15.488,17.038,20.213,35.288,45.238,55.313,-0.718,-0.333,-0.153,9.822,0.014128512,0.020356143,-999.0,-999.0,-999.0
667,AGNX,LLR,0.1183,10.8,15.788,17.913,21.338,35.213,45.238,55.388,-1.803,-1.248,-0.868,9.802,0.0,0.030050797,4.0,2.0,0.0
668,AGNXY,sAGN,0.2111,10.83,16.788,20.113,23.088,43.213,52.838,58.313,1.157,1.217,1.282,9.182,0.052421212,0.019191181,-999.0,-999.0,-999.0
669,SFX,ELR,0.1119,10.62,15.363,16.413,18.263,34.188,45.713,54.988,0.227,0.302,0.362,9.437,0.020761082,0.028552921,10.385,3.0,0.0
670,UNCX,ELR,0.0887,10.93,16.663,18.063,19.088,32.238,39.088,50.538,0.242,0.277,0.322,9.567,0.11203338,0.023764357,1.0,1.0,0.0
671,AGNXY,ELR,0.1529,10.5,17.463,21.088,23.913,34.588,43.138,53.013,0.532,0.637,0.737,9.247,0.045333084,0.033614423,2.083,1.4,0.0
672,AGNXY,sAGN,0.0985,10.59,20.738,20.738,20.738,58.913,58.913,58.913,0.932,0.932,0.932,8.947,-999.0,-999.0,1.08,1.0,0.0
673,UNCXY,UNC,0.1868,10.63,19.313,21.563,23.488,36.813,49.138,57.138,0.537,0.762,0.882,8.942,0.023656966,0.023412732,-999.0,-999.0,-999.0
674,UNCXY,sAGN,0.138,10.65,20.638,22.388,23.588,33.688,45.363,57.338,0.807,0.837,0.887,9.297,0.013567907,0.132288,1.7,0.0,1.052
675,UNCX,ELR,0.1627,11.06,18.638,21.163,23.538,33.788,43.988,54.813,0.362,0.462,0.562,9.627,0.0,0.023871114,2.0,1.4,0.0
676,AGNXY,sAGN,0.0754,10.08,21.863,23.338,24.463,40.013,52.213,58.438,-0.473,-0.293,-0.173,9.072,0.05362056,0.019779205,0.0,0.0,0.0
677,SFX,wAGN,0.1424,10.65,17.188,19.588,22.038,31.688,37.363,48.638,0.592,0.642,0.697,9.382,0.045703594,0.026349748,0.0,0.0,0.0
678,UNCX,UNC,0.1203,10.66,15.888,18.188,21.438,34.538,45.013,54.938,-0.128,0.072,0.207,9.567,0.034231655,0.023321152,1.0,1.0,0.0
679,UNCX,LLR,0.0327,9.937,16.963,19.963,22.913,34.663,45.188,55.613,-2.418,-1.668,-1.223,9.772,0.044063933,0.02865846,8.333,2.8,0.0
680,AGNX,LLR,0.0336,10.78,16.013,17.638,19.388,33.588,43.188,54.288,-1.968,-1.133,-0.903,9.862,0.052061737,0.06076482,8.615,2.6,0.0
681,NOEL,NER,0.296,11.31,16.838,19.763,22.438,34.238,44.063,54.513,-0.628,-0.098,0.222,9.642,0.019003153,0.01825907,-999.0,-999.0,-999.0
682,AGNXY,wAGN,0.0336,10.56,20.613,22.613,24.013,41.288,55.288,59.213,-1.293,-1.108,-0.983,9.822,0.09058502,0.024959555,3.15,1.7,0.0
683,AGNX,LLR,0.1232,10.98,16.213,18.438,21.363,33.763,43.038,53.513,-0.798,-0.543,-0.313,9.797,0.0,0.021716522,1.059,1.0,0.0
684,AGNXY,sAGN,0.1399,10.42,24.638,24.638,24.638,59.913,59.913,59.913,0.797,0.797,0.797,8.757,0.1242636,0.02057702,3.0,1.7,0.0
685,UNCXY,sAGN,0.1336,10.79,17.563,20.038,22.438,33.788,44.188,54.688,0.422,0.512,0.587,9.467,0.048269518,0.0232355,0.0,0.0,0.0
686,SFX,wAGN,0.0352,10.43,21.963,23.438,24.388,33.738,45.463,53.513,-0.353,-0.233,-0.128,9.627,0.22140121,0.026449835,7.737,2.6,0.0
687,UNCXY,SF,0.0629,10.09,18.788,21.413,23.638,34.538,45.163,54.988,-0.488,-0.398,-0.343,9.517,0.01684095,0.028023321,1.0,1.0,0.0
688,AGNXY,sAGN,0.1217,10.78,17.388,19.413,21.038,32.488,42.013,55.263,0.787,0.842,0.907,9.302,0.15964413,0.027339734,3.158,1.7,0.0
689,AGNXY,sAGN,0.2112,11.1,16.863,19.063,21.188,53.838,57.713,59.563,1.282,1.282,1.282,9.602,0.006023265,0.014659416,-999.0,-999.0,-999.0
690,UNCXY,sAGN,0.2999,10.86,15.363,16.338,18.213,30.788,37.013,58.663,1.217,1.217,1.637,9.347,0.0,0.017979898,-999.0,-999.0,-999.0
691,UNCX,NER,0.3122,11.53,16.588,19.863,23.138,34.613,44.713,55.238,-0.148,0.092,0.317,9.717,-999.0,-999.0,-999.0,-999.0,-999.0
692,UNCXY,LLR,0.1476,10.79,15.463,16.588,18.538,35.113,44.963,55.388,-0.838,-0.783,-0.718,9.607,0.021178676,0.020649048,2.0,1.4,0.0
693,UNCX,ELR,0.0875,10.52,16.338,18.038,20.138,34.538,45.838,55.688,-1.523,-0.623,-0.458,9.462,0.0370352,0.015915323,0.0,0.0,0.0
694,SFXY,SF,0.0442,10.1,21.738,22.663,23.338,52.813,56.213,58.438,0.462,0.497,0.547,9.022,0.54037344,0.023006307,0.0,0.0,0.0
695,NOEL,NER,0.2114,11.27,16.488,19.163,22.363,33.838,43.763,54.438,0.377,0.452,0.497,9.627,0.02685179,0.024080936,-999.0,-999.0,-999.0
696,AGNXY,sAGN,0.0694,10.52,23.238,23.238,24.538,57.913,59.963,59.963,0.552,0.652,0.652,9.152,0.15757993,0.019069957,2.125,1.4,0.0
697,AGNX,LLR,0.0682,10.16,15.413,16.563,18.188,35.913,45.888,55.563,-2.698,-1.663,-1.208,9.557,0.011749978,0.016680777,-999.0,-999.0,-999.0
698,AGNX,LLR,0.0508,10.46,15.088,15.388,16.238,36.438,47.163,55.488,-1.873,-1.318,-0.978,9.827,0.0,0.033016536,-999.0,-999.0,-999.0
699,AGNX,LLR,0.1378,11.18,15.263,15.988,17.338,36.888,48.538,56.763,-0.563,-0.158,0.047,9.742,0.0,0.023017772,-999.0,-999.0,-999.0
700,NOEL,LLR,0.1593,11.14,15.688,17.588,21.063,34.888,45.988,55.738,-0.583,-0.053,0.417,9.607,0.0,0.032168653,-999.0,-999.0,-999.0
701,SFX,sAGN,0.0496,10.44,19.288,21.938,23.988,37.188,51.163,57.613,-0.388,-0.218,-0.108,9.632,0.11407526,0.041209955,-999.0,-999.0,-999.0
702,UNCXY,sAGN,0.0735,10.5,17.413,19.163,21.363,46.438,55.363,58.713,0.367,0.427,0.487,9.447,0.1118789,0.040167738,-999.0,-999.0,-999.0
703,AGNXY,sAGN,0.1882,11.02,19.013,21.788,24.188,34.313,47.888,56.713,0.817,0.907,0.997,9.422,-999.0,-999.0,-999.0,-999.0,-999.0
704,SFX,sAGN,0.1645,10.75,17.163,20.238,23.263,33.863,43.063,53.588,0.427,0.477,0.542,9.372,-999.0,-999.0,-999.0,-999.0,-999.0
705,UNCX,NER,0.2832,11.41,16.438,18.938,21.863,34.138,44.388,54.713,-0.348,-0.028,0.222,9.647,0.0,0.029150352,-999.0,-999.0,-999.0
706,UNCX,NER,0.1967,10.89,19.663,22.213,24.138,32.263,38.213,48.413,0.697,0.737,0.787,9.437,0.056990597,0.019436438,-999.0,-999.0,-999.0
707,NOEL,NER,0.1441,10.85,15.088,15.338,16.063,36.488,46.463,54.688,-1.448,-0.873,-0.548,9.772,0.0,0.026743194,-999.0,-999.0,-999.0
708,UNCX,ELR,0.0779,11.12,20.163,22.263,24.063,32.863,38.663,47.913,0.532,0.582,0.617,9.657,0.17586395,0.06978842,-999.0,-999.0,-999.0
709,SFX,ELR,0.1944,11.07,20.563,23.088,24.488,34.388,44.063,54.963,-0.308,0.027,0.197,9.532,0.08260742,0.027429309,-999.0,-999.0,-999.0
710,AGNXY,sAGN,0.1397,10.85,15.263,15.938,17.338,38.438,50.038,57.088,0.157,0.272,0.342,9.597,0.03229302,0.020673396,-999.0,-999.0,-999.0
711,UNCX,LLR,0.1501,11.0,18.338,21.263,23.513,35.088,44.963,55.313,-1.408,-0.778,-0.408,9.792,0.0647878,0.018605875,-999.0,-999.0,-999.0
712,AGNX,LLR,0.1927,10.59,19.088,21.038,22.688,33.913,42.963,54.138,-0.373,0.132,0.277,9.082,0.07678676,0.019561289,-999.0,-999.0,-999.0
713,UNCX,wAGN,0.2905,11.15,15.338,16.038,17.113,35.413,44.138,53.988,0.122,0.572,0.872,9.162,0.104018226,0.019863864,-999.0,-999.0,-999.0
714,NOEL,LLR,0.2112,10.77,16.413,18.938,21.738,34.488,44.713,55.238,-1.023,-0.483,-0.143,9.347,0.017937928,0.01791182,-999.0,-999.0,-999.0
715,AGNXY,sAGN,0.2106,10.88,23.438,24.388,24.813,36.538,48.213,55.813,0.737,0.842,0.907,9.282,0.088481605,0.019132942,-999.0,-999.0,-999.0
716,UNCXY,UNC,0.282,11.22,15.838,17.663,20.088,33.388,42.738,53.713,0.657,0.762,0.792,9.652,0.040922377,0.017555341,-999.0,-999.0,-999.0
717,AGNXY,wAGN,0.0835,10.39,15.563,16.963,19.063,34.513,46.038,55.488,-0.393,-0.318,-0.233,9.682,0.017475775,0.015959239,-999.0,-999.0,-999.0
718,AGNXY,wAGN,0.1631,10.6,18.638,21.913,24.138,34.863,44.913,54.688,-0.198,-0.008,0.112,9.572,0.027475534,0.021568192,-999.0,-999.0,-999.0
719,AGNXY,sAGN,0.1565,10.8,16.088,18.063,20.263,33.938,44.813,55.088,0.177,0.267,0.347,9.622,0.01449214,0.01887937,-999.0,-999.0,-999.0
720,UNCX,LLR,0.052,10.06,15.738,17.588,20.163,33.363,41.788,51.563,-0.268,-0.223,-0.213,9.392,0.0,0.052486345,-999.0,-999.0,-999.0
721,UNCX,ELR,0.0512,10.53,20.488,22.063,23.488,36.838,48.588,56.163,-0.333,-0.273,-0.218,9.637,0.10506684,0.025664825,-999.0,-999.0,-999.0
722,UNCX,ELR,0.0782,10.1,15.313,16.388,18.488,35.013,44.713,55.188,-1.623,-1.288,-1.093,9.727,0.0,0.024651917,-999.0,-999.0,-999.0
723,UNCXY,wAGN,0.1092,10.56,16.913,19.938,23.113,34.513,45.213,55.338,-0.898,-0.678,-0.488,9.647,0.008460048,0.019378558,-999.0,-999.0,-999.0
724,SFXY,SF,0.0315,9.457,15.563,17.088,18.438,46.688,52.888,55.113,0.147,0.192,0.242,8.877,0.2697381,0.04248987,-999.0,-999.0,-999.0
725,UNCX,LLR,0.1106,11.08,15.638,17.388,20.288,35.113,45.188,55.238,-1.268,-0.773,-0.513,9.832,0.0,0.027454149,-999.0,-999.0,-999.0
726,UNCXY,UNC,0.2686,11.11,17.888,21.413,23.963,35.463,45.763,55.388,-0.088,0.502,0.837,9.542,-999.0,-999.0,-999.0,-999.0,-999.0
727,UNCXY,sAGN,0.1858,10.69,20.138,22.388,24.088,39.113,51.388,57.688,0.787,0.882,0.942,9.262,0.08714572,0.020753825,-999.0,-999.0,-999.0
728,UNCX,NER,0.1492,10.84,15.413,16.588,18.788,35.088,45.513,55.488,-0.898,-0.303,0.007,9.647,0.041013893,0.02446474,-999.0,-999.0,-999.0
729,UNCX,NER,0.1302,10.58,15.488,17.013,20.038,35.163,45.488,55.488,-1.393,-0.878,-0.613,9.667,0.0,0.013972647,-999.0,-999.0,-999.0
730,NOEL,LLR,0.2024,11.47,15.288,16.288,18.263,35.463,45.888,55.488,-0.273,-0.093,0.107,9.717,0.0,0.032465875,-999.0,-999.0,-999.0
731,AGNX,LLR,0.3148,11.17,15.313,16.388,18.388,35.138,45.238,55.188,-0.178,0.187,0.432,9.322,0.0,0.026319848,-999.0,-999.0,-999.0
732,AGNXY,ELR,0.0619,10.56,16.613,18.563,20.613,37.513,47.963,55.638,-0.178,-0.093,-0.068,9.592,0.0504432,0.01686806,-999.0,-999.0,-999.0
733,UNCX,NER,0.2795,11.25,15.913,18.063,21.013,34.113,44.638,55.163,0.077,0.277,0.432,9.642,0.01945293,0.0131010255,-999.0,-999.0,-999.0
734,NOEL,NER,0.266,11.03,15.313,16.338,18.588,35.313,45.188,55.038,-0.918,-0.613,-0.313,9.702,0.011102215,0.012365683,-999.0,-999.0,-999.0
735,UNCX,LLR,0.2921,11.55,15.888,18.163,21.588,34.588,44.638,55.213,-0.188,0.062,0.337,9.702,0.019708302,0.017533932,-999.0,-999.0,-999.0
736,UNCXY,sAGN,0.2024,10.69,20.088,22.338,24.138,35.988,47.438,56.538,0.187,0.362,0.502,9.352,0.040658977,0.011584254,-999.0,-999.0,-999.0
737,NOEL,NER,0.2082,10.89,15.488,17.038,19.838,34.913,45.488,55.838,-1.118,-0.853,-0.413,9.732,0.01544178,0.0,-999.0,-999.0,-999.0
738,SFX,sAGN,0.3106,11.02,17.763,21.213,23.863,33.388,42.188,53.838,0.682,0.797,0.927,9.402,0.0,0.040942673,-999.0,-999.0,-999.0
739,UNCXY,sAGN,0.2906,10.96,19.063,22.163,24.238,33.688,41.538,52.738,0.767,0.837,0.912,9.407,0.041974835,0.016408067,-999.0,-999.0,-999.0
740,SFXY,UNC,0.2581,10.69,18.188,20.588,22.638,58.263,58.963,59.538,0.807,0.807,0.812,9.412,0.045571536,0.020323027,-999.0,-999.0,-999.0
741,SFXY,SF,0.1932,10.72,15.113,15.263,15.763,37.438,47.288,56.938,0.262,0.322,0.397,9.467,0.0,0.019997433,-999.0,-999.0,-999.0
742,NOEL,NER,0.2695,11.03,15.163,15.813,17.238,35.413,44.938,54.588,-1.058,-0.343,0.002,9.402,0.027149538,0.018314766,-999.0,-999.0,-999.0
